index,sentence,year,label,pred_labels,Matches,,,,
963,"While a constant rate of money growth will not always be optimal, if money demand is sufficiently stable, and not particularly interest sensitive, it will pin down inflation in the long run and help smooth the business cycle in the short run.",1999,0,2,0,,,,
330,"However, if real (or nominal) government spending is held constant, the surplus will rise over time as a share of GDP, putting downward pressure on the equilibrium real rate, offsetting, at least in part, the effect on the real rate of the higher trend productivity.",2005,0,0,1,,,,
293,"In agriculture, depressed levels of crop prices and weak global demand continued to weaken farm income.",2017,0,2,0,,,,
337,"In response to evidence of a slowdown in economic activity and a rapid waning of inflationary pressures, central banks around the world eased policy sharply.",1997,0,0,1,,,,
303,"In contrast, Spanish economic activity stagnated in the third quarter, Greek GDP extended its decline, and more-recent indicators point to continued weakness in peripheral European economies.",2018,2,2,1,,,,
27,And one reason for that is that long-term interest rates generally embody two factors.,2011,2,2,1,,,,
155,"Consumer prices jumped in October, as hurricane damage contributed to higher prices for food and energy.",2014,1,2,0,,,,
796,"The Committee directs the Desk to purchase GSE debt, GSE-guaranteed MBS, and longer-term Treasury securities during the intermeeting period with the aim of providing support to private credit markets and economic activity.",2001,0,0,1,,,,
447,Labor cost increases had not turned up and core inflation continued to edge lower.,2005,0,0,1,,,,
446,"Key factors that influence consumer spending--including a low unemployment rate, ongoing gains in real labor compensation, and still elevated measures of households' net worth--were supportive of a pickup in consumer spending to a solid pace in the near term.",2005,1,2,0,,,,
486,"Market-based measures of inflation compensation had remained low, while survey-based measures of longer-term inflation expectations had changed little on balance.",2020,0,2,0,,,,
419,"In particular, a surprise tightening of policy raises the risk premium, lowering current stock prices, and a surprise easing lowers the risk premium, raising current stock prices.",2021,2,2,1,,,,
822,"The U. S. international trade deficit narrowed in May, as a large increase in exports of goods and services more than offset a moderate increase in imports.",2010,0,2,0,,,,
138,"In spite of having such slow growth, disappointing productivity growth, we have a labor market that last year generated an average of about 230,000 jobs a month and so far this year has been generating about 180,000 jobs a month.",2013,1,2,0,,,,
29,A third factor underpinning longer-run prospects for growth is the sustained strong uptrend in labor productivity.,2005,0,2,0,,,,
667,"Participants' assessments of the economic outlook were little changed, with the intermeeting information generally seen as suggesting that economic growth would remain moderate over coming quarters and then pick up gradually.",1999,2,2,1,,,,
322,"In its March forecast, the staff's projection for real GDP growth over the medium term was somewhat higher than the one presented in January, mostly reflecting an improved outlook for economic activity abroad, a lower foreign exchange value for the dollar, and a higher projected path of equity prices.",1999,2,2,1,,,,
527,"May 13, 2021 The Economic Outlook and Monetary Policy Governor Christopher J. Waller At The Global Interdependence Center's 39th Annual Monetary and Trade Conference, The LeBow College of Business, Drexel University, Philadelphia, Pennsylvania (via webcast) Share Watch Live Thank you, Kathleen, and thank you, George and the Global Interdependence Center, for the invitation to speak to you this afternoon.",1999,2,2,1,,,,
282,We have long said that the size of the balance sheet will be considered normalized when the balance sheet is once again at the smallest level consistent with conducting monetary policy efficiently and effectively.,2020,2,2,1,,,,
392,"In these circumstances, any tendency for price pressures to mount was likely to emerge only gradually and to be reversible through a relatively limited policy adjustment.",2022,1,2,0,,,,
690,"Such a policy would clearly have near-term costs: It would slow the expansion in demand, damp the creation of new jobs, and keep inflation lower than it otherwise would be.",2004,0,0,1,,,,
